episode,scene_num,sequence,place,type,actor,dialogue
5,9,44,HOTH,INT,THREEPIO,"Excuse me, sir."
5,9,45,HOTH,INT,HAN,Put them back together right now.
5,9,46,HOTH,INT,THREEPIO,"Might I have a word with you, please?"
5,9,47,HOTH,INT,HAN,What do you want?
5,9,48,HOTH,INT,THREEPIO,"Well, it's Princess Leia, sir. She's been trying to get you on the communicator."
5,9,49,HOTH,INT,HAN,I turned it off.  I don't want to talk to her.
5,9,50,HOTH,INT,THREEPIO,"Oh.  Well, Princess Leia is wondering about Master Luke.  He hasn't come back yet.  She doesn't know where he is."
5,9,51,HOTH,INT,HAN,I don't know where he is.
5,9,52,HOTH,INT,THREEPIO,Nobody knows where he is.
5,9,53,HOTH,INT,HAN,"What do you mean, ""nobody knows""?"
5,9,54,HOTH,INT,THREEPIO,"Well, uh, you see..."
5,9,55,HOTH,INT,HAN,Deck Officer.  Deck Officer!
5,9,56,HOTH,INT,THREEPIO,"Excuse me, sir.  Might I inqu..."
5,9,57,HOTH,INT,DECK OFFICER,"Yes, sir?"
5,9,58,HOTH,INT,HAN,Do you know where Commander Skywalker is?
5,9,59,HOTH,INT,DECK OFFICER,I haven't seen him.  It's possible he came in through the south entrance.
5,9,60,HOTH,INT,HAN,It's possible?  Why don't you go find out?  It's getting dark out there.
5,9,61,HOTH,INT,DECK OFFICER,"Yes, sir."
5,9,62,HOTH,INT,THREEPIO,"Excuse me, sir.  Might I inquire what's going on?"
5,9,63,HOTH,INT,HAN,Why not?
5,9,64,HOTH,INT,THREEPIO,"Impossible man.  Come along, Artoo, let's find Princess Leia.  Between ourselves, I think Master Luke is in considerable danger."
5,10,65,HOTH,INT,DECK OFFICER,"Sir, Commander Skywalker hasn't come in through the south entrance. He might have forgotten to check in."
5,10,66,HOTH,INT,HAN,Not likely.  Are the speeders ready?
5,10,67,HOTH,INT,DECK OFFICER,Not yet.  We're having some trouble adapting them to the cold.
5,10,68,HOTH,INT,HAN,Then we'll have to go out on Tauntauns.
5,10,69,HOTH,INT,DECK OFFICER,"Sir, the temperature's dropping too rapidly."
5,10,70,HOTH,INT,HAN,That's right.  And my friends out in it.
5,10,71,HOTH,INT,ASSISTANT OFFICER,I'll cover sector twelve.  Have com-control set screen alpha.
5,10,72,HOTH,INT,DECK OFFICER,Your Tauntaun'll freeze before you reach the first marker.
5,10,73,HOTH,INT,HAN,Then I'll see you in hell!
5,14,74,HOTH,EXT,THREEPIO,"You must come along now, Artoo. There's really nothing more we can do.  And my joints are freezing up."
5,14,75,HOTH,EXT,THREEPIO,"Don't say thing like that!  Of course we'll see Master Luke again. He'll be quite all right, you'll see. Stupid little short-circuit.  He'll be quite all right."
5,16,76,REBEL BASE,INT,LIEUTENANT,"Sir, all the patrols are in. There's still no contact from Skywalker or Solo."
5,16,77,REBEL BASE,INT,THREEPIO,"Mistress Leia, Artoo says he's been quite unable to pick up any signals, although he does admit that his own range is far too weak to abandon all hope."
5,16,78,REBEL BASE,INT,DERLIN,"Your Highness, there's nothing more we can do tonight.  The shield doors must be closed."
5,16,79,REBEL BASE,INT,DERLIN,Close the doors.
5,16,80,REBEL BASE,INT,LIEUTENANT,"Yes, sir."
5,16,81,REBEL BASE,INT,THREEPIO,Artoo says the chances of survival are seven hundred seventy-five... to one.
5,16,82,REBEL BASE,INT,THREEPIO,"Actually, Artoo has been known to make mistakes... from time to time. Oh, dear, oh, dear.  Don't worry about Master Luke.  I'm sure he'll be all right.  He's quite clever, you know... for a human being."
5,17,83,HOTH,EXT,BEN,Luke... Luke.
5,17,84,HOTH,EXT,LUKE,Ben?
5,17,85,HOTH,EXT,BEN,You will go to the Dagobah system.
5,17,86,HOTH,EXT,LUKE,Dagobah system?
5,17,87,HOTH,EXT,BEN,"There you will learn from Yoda, the Jedi Master who instructed me."
5,17,88,HOTH,EXT,LUKE,Ben... Ben.
5,17,89,HOTH,EXT,HAN,"Luke!  Luke!  Don't do this, Luke. Come on, give me a sign here."
5,17,90,HOTH,EXT,HAN,Not much time.
5,17,91,HOTH,EXT,LUKE,Ben... Ben...
5,17,92,HOTH,EXT,HAN,"Hang on, kid."
5,17,93,HOTH,EXT,LUKE,Dagobah system...
5,17,94,HOTH,EXT,HAN,odor) Whew...
5,17,95,HOTH,EXT,LUKE,Dagobah...
5,17,96,HOTH,EXT,HAN,"This may smell bad, kid..."
5,17,97,HOTH,EXT,LUKE,Yoda...
5,17,98,HOTH,EXT,HAN,...but it will keep you warm... til I get the shelter built. Luke inside the carcass) Ooh... I thought they smelled bad on the outside!
5,19,99,SNOWSPEEDER COCKPIT,INT,ZEV,"Echo Base... I've got something!  Not much, but it could be a life form."
5,21,100,SNOWSPEEDER,INT,ZEV,"This is Rogue Two.  this is Rogue Two.  Captain Solo, so you copy? Commander Skywalker, do you copy? This is Rogue Two."
5,21,101,SNOWSPEEDER,INT,HAN,Zev's receiver) Good morning.  Nice of you guys to drop by.
5,21,102,SNOWSPEEDER,INT,ZEV,"Echo Base... this is Rogue Two.  I found them.  Repeat, I found them."
5,24,103,REBEL BASE,INT,THREEPIO,"Master Luke, sir, it's so good to see you fully functional again."
5,24,104,REBEL BASE,INT,THREEPIO,"Artoo expresses his relief, also."
5,24,105,REBEL BASE,INT,HAN,"How are you feeling, kid?  You don't look so bad to me.  In fact, you look strong enough to pull the ears off a Gundark."
5,24,106,REBEL BASE,INT,LUKE,Thanks to you.
5,24,107,REBEL BASE,INT,HAN,"That's two you owe me, junior."
5,24,108,REBEL BASE,INT,HAN,"Well your Worship, looks like you managed to keep me around for a little while longer."
5,24,109,REBEL BASE,INT,LEIA,I had nothing to do with it.  General Rieekan thinks it's dangerous for any ships to leave the system until we've activated the energy shield.
5,24,110,REBEL BASE,INT,HAN,That's a good story.  I think you just can't bear to let a gorgeous guy like me out of your sight.
5,24,111,REBEL BASE,INT,LEIA,"I don't know where you get your delusions, laser brain."
5,24,112,REBEL BASE,INT,HAN,"Laugh it up, fuzzball.  But you didn't see us alone in the south passage."
5,24,113,REBEL BASE,INT,HAN,She expressed her true feelings for me.
5,24,114,REBEL BASE,INT,LEIA,"My...!  Why, you stuck up,... half- witted... scruffy-looking ...nerf- herder!"
5,24,115,REBEL BASE,INT,HAN,"Who's scruffy-looking? I must have hit pretty close to the mark to get her all riled up like that, huh, kid?"
5,24,116,REBEL BASE,INT,LEIA,"Why, I guess you don't know everything about women yet?"
5,24,117,REBEL BASE,INT,ANNOUNCER,"Headquarters personnel, report to command center."
5,24,118,REBEL BASE,INT,HAN,Take it easy.
5,24,119,REBEL BASE,INT,THREEPIO,"Excuse us, please."
5,25,120,HOTH,INT,RIEEKAN,Princess... we have a visitor.
5,25,121,HOTH,INT,RIEEKAN,"We've picked up something outside the base in zone twelve, moving east."
5,25,122,HOTH,INT,SENIOR CONTROLLER,It's metal.
5,25,123,HOTH,INT,LEIA,Then it couldn't be one of those creatures that attacked Luke.
5,25,124,HOTH,INT,HAN,"It could be a speeder, one of ours."
5,25,125,HOTH,INT,SENIOR CONTROLLER,No.  Wait - there's something very weak coming through.
5,25,126,HOTH,INT,THREEPIO,"Sir, I am fluent in six million forms of communication.  This signal is not used by the Alliance.  It could be an Imperial code."
5,25,127,HOTH,INT,HAN,"It isn't friendly, whatever it is. Come on, Chewie, let's check it out."
5,25,128,HOTH,INT,RIEEKAN,Send Rogues Ten and Eleven to station three-eight.
5,27,129,HOTH,INT,HAN,Afraid there's not much left.
5,27,130,HOTH,INT,LEIA,What was it?
5,27,131,HOTH,INT,HAN,Droid of some kind.  I didn't hit it that hard.  It must have had a self-destruct.
5,27,132,HOTH,INT,LEIA,An Imperial probe droid.
5,27,133,HOTH,INT,HAN,It's a good bet the Empire knows we're here.
5,27,134,HOTH,INT,RIEEKAN,We'd better start the evacuation.
5,29,135,DARTH VADER'S STAR DESTROYER,INT,PIETT,Admiral.
5,29,136,DARTH VADER'S STAR DESTROYER,INT,OZZEL,"Yes, Captain"
5,29,137,DARTH VADER'S STAR DESTROYER,INT,PIETT,"I think we've got something, sir. The report is only a fragment from a probe droid in the Hoth system, but it's the best lead we've had."
5,29,138,DARTH VADER'S STAR DESTROYER,INT,OZZEL,"We have thousands of probe droids searching the galaxy.  I want proof, not leads!"
5,29,139,DARTH VADER'S STAR DESTROYER,INT,PIETT,The visuals indicate life readings.
5,29,140,DARTH VADER'S STAR DESTROYER,INT,OZZEL,It could mean anything.  If we followed every lead...
5,29,141,DARTH VADER'S STAR DESTROYER,INT,PIETT,"But, sir, the Hoth system is supposed to be devoid of human forms."
5,29,142,DARTH VADER'S STAR DESTROYER,INT,VADER,You found something?
5,29,143,DARTH VADER'S STAR DESTROYER,INT,PIETT,"Yes, my lord."
5,29,144,DARTH VADER'S STAR DESTROYER,INT,VADER,on the console screen) That's it.  The Rebels are there.
5,29,145,DARTH VADER'S STAR DESTROYER,INT,OZZEL,"My lord, there are so many uncharted settlements.  It could be smugglers, it could be..."
5,29,146,DARTH VADER'S STAR DESTROYER,INT,VADER,"That is the system.  And I'm sure Skywalker is with them.  Set your course for the Hoth system.  General Veers, prepare you men."
5,30,147,HOTH,INT,REBEL CAPTAIN,"Groups seven and ten will stay behind to fly the speeders.  As soon as each transport is loaded, evacuation control will give clearance for immediate launch."
5,30,148,HOTH,INT,REBEL FIGHTER,"Right, sir."
5,31,149,HOTH,INT,HAN,"Chewie) Okay, that's it.  Try it... Off! Turn it off!  Turn it off!  Off!"
5,32,150,REBEL BASE,INT,MEDICAL DROID,"Sir, it will take quite a while to evacuate the T-forty- sevens."
5,32,151,REBEL BASE,INT,LUKE,"Well, forget the heavy equipment. There's plenty of time to get the smaller modules on the transports."
5,32,152,REBEL BASE,INT,MEDICAL DROID,"Take care, sir."
5,32,153,REBEL BASE,INT,LUKE,Thanks.
5,33,154,REBEL BASE,INT,LUKE,"Chewie, take care of yourself, okay?"
5,33,155,REBEL BASE,INT,HAN,"Hi, kid. There's got to be a reason for it.  Check it at the other end. Wait a second. You all right?"
5,33,156,REBEL BASE,INT,LUKE,Yeah.
5,33,157,REBEL BASE,INT,HAN,Be careful.
5,33,158,REBEL BASE,INT,LUKE,"You, too."
5,33,159,REBEL BASE,INT,CONTROLLER,"General, there's a fleet of Star Destroyers coming out of hyperspace in sector four."
5,33,160,REBEL BASE,INT,RIEEKAN,Reroute all power to the energy shield.  We've got to hold them till all transports are away.  Prepare for ground assault.
5,34,161,VADER'S STAR DESTROYER,INT,VADER,"What is it, General?"
5,34,162,VADER'S STAR DESTROYER,INT,VEERS,"My lord, the fleet has moves out of light-speed.  Com-Scan has detected an energy field protecting an area around the sixth planet of the Hoth system.  The field is strong enough to deflect any bombardment."
5,34,163,VADER'S STAR DESTROYER,INT,VADER,The Rebels are alerted to our presence.  Admiral Ozzel came out of light-speed too close to the system.
5,34,164,VADER'S STAR DESTROYER,INT,VEERS,He felt surprise was wiser...
5,34,165,VADER'S STAR DESTROYER,INT,VADER,"He is as clumsy as he is stupid. General, prepare your troops for a surface attack."
5,34,166,VADER'S STAR DESTROYER,INT,VEERS,"Yes, my lord."
5,34,167,VADER'S STAR DESTROYER,INT,OZZEL,"Lord Vader, the fleet has moved out of light-speed, and we're preparing to... Aaagh!"
5,34,168,VADER'S STAR DESTROYER,INT,VADER,"You have failed me for the last time, Admiral.  Captain Piett."
5,34,169,VADER'S STAR DESTROYER,INT,PIETT,"Yes, my lord."
5,34,170,VADER'S STAR DESTROYER,INT,VADER,"Make ready to land out troops beyond the energy shield and deploy the fleet so that nothing gets off that system.  You are in command now, Admiral Piett."
5,34,171,VADER'S STAR DESTROYER,INT,PIETT,"Thank you, Lord Vader."
5,35,172,REBEL BASE,INT,LEIA,"All troop carriers will assemble at the north entrance.  The heavy transport ships will leave as soon as they're loaded.  Only two fighter escorts per ship.  The energy shield can only be opened for a short time, so you'll have to stay very close to your transports."
5,35,173,REBEL BASE,INT,HOBBIE,Two fighters against a Star Destroyer?
5,35,174,REBEL BASE,INT,LEIA,"The ion cannon will fire several shots to make sure that any enemy ships will be out of your flight path.  When you've gotten past the energy shield, proceed directly to the rendezvous point.  Understood?"
5,35,175,REBEL BASE,INT,PILOTS,Right.  Okay.
5,35,176,REBEL BASE,INT,LEIA,Good luck.
5,35,177,REBEL BASE,INT,DERLIN,Okay.  Everyone to your stations. Let's go!
5,38,178,REBEL BASE,INT,RIEEKAN,Their primary target will be the power generators.  Prepare to open the shield.
5,41,179,IMPERIAL STAR DESTROYER,INT,CONTROLLER,"Sir, Rebel ships are coming into our sector."
5,41,180,IMPERIAL STAR DESTROYER,INT,CAPTAIN,Good.  Our first catch of the day.
5,42,181,REBEL BASE,INT,WOMAN CONTROLLER,"Stand by, ion control... Fire!"
5,45,182,REBEL BASE,INT,ANNOUNCER,The first transport is away.
5,45,183,REBEL BASE,INT,DACK,"Feeling all right, sir?"
5,45,184,REBEL BASE,INT,LUKE,"Just like new, Dack.  How about you?"
5,45,185,REBEL BASE,INT,DACK,Right now I feel like I could take on the whole Empire myself.
5,45,186,REBEL BASE,INT,LUKE,in) I know what you mean.
5,47,187,HOTH,EXT,TRENCH OFFICER,Echo Station Three-T-Eight.
5,48,188,REBEL BASE,INT,TRENCH OFFICER,We have spotted Imperial walkers!
5,48,189,REBEL BASE,INT,CONTROLLER,Imperial walkers on the north ridge.
5,50,190,"LUKE'S SNOWSPEEDER, ROGUE LEADER",INT,LUKE,Echo station Five-Seven.  We're on our way.
5,52,191,"LUKE'S SNOWSPEEDER, ROGUE LEADER",INT,LUKE,"All right, boys, keep tight now."
5,52,192,"LUKE'S SNOWSPEEDER, ROGUE LEADER",INT,DACK,"Luke, I have no approach vector. I'm not set."
5,52,193,"LUKE'S SNOWSPEEDER, ROGUE LEADER",INT,LUKE,"Steady, Dack.  Attack pattern delta.  Go now!"
5,54,194,"LUKE'S SNOWSPEEDER, ROGUE LEADER",INT,LUKE,"All right, I'm coming in."
5,54,195,"LUKE'S SNOWSPEEDER, ROGUE LEADER",INT,LUKE,"Hobbie, you still with me?"
5,59,196,"LUKE'S SNOWSPEEDER, ROGUE LEADER",INT,LUKE,That armor's too strong for blasters.
5,59,197,"LUKE'S SNOWSPEEDER, ROGUE LEADER",INT,LUKE,"Rogue Group, use your harpoons and tow cables.  Go for the legs. It might be our only chance of stopping them. All right, stand by, Dack."
5,59,198,"LUKE'S SNOWSPEEDER, ROGUE LEADER",INT,DACK,"Luke, we've got a malfunction in fire control.  I'll have to cut in the auxiliary."
5,59,199,"LUKE'S SNOWSPEEDER, ROGUE LEADER",INT,LUKE,"Just hang on.  Hang on, Dack.  Get ready to fire that tow cable."
5,61,200,"LUKE'S SNOWSPEEDER, ROGUE LEADER",INT,LUKE,Dack?  Dack!
5,65,201,IMPERIAL SNOW WALKER,INT,VEERS,"Yes, Lord Vader.  I've reached the main power generator.  The shield will be down in moments.  You may start your landing."
5,66,202,"LUKE'S SNOWSPEEDER, ROGUE LEADER",INT,LUKE,Rogue Three.
5,67,203,"WEDGE'S SNOWSPEEDER, ROGUE THREE",INT,WEDGE,"Copy, Rogue Leader"
5,67,204,"WEDGE'S SNOWSPEEDER, ROGUE THREE",INT,LUKE,"Wedge, I've lost my gunner.  You'll have to make this shot.  I'll cover for you.  Set your harpoon.  Follow me on the next pass."
5,67,205,"WEDGE'S SNOWSPEEDER, ROGUE THREE",INT,WEDGE,"Coming around, Rogue Leader."
5,68,206,"LUKE'S SNOWSPEEDER, ROGUE LEADER",INT,LUKE,"Steady, Rogue Two"
5,70,207,"WEDGE'S SNOWSPEEDER, ROGUE THREE",INT,WEDGE,Activate harpoon.
5,72,208,"WEDGE'S SNOWSPEEDER, ROGUE THREE",INT,WEDGE,"Good shot, Janson."
5,74,209,"WEDGE'S SNOWSPEEDER, ROGUE THREE",INT,WEDGE,One more pass.
5,74,210,"WEDGE'S SNOWSPEEDER, ROGUE THREE",INT,JANSON,Coming around.  Once more.
5,76,211,"WEDGE'S SNOWSPEEDER, ROGUE THREE",INT,JANSON,Once more.
5,76,212,"WEDGE'S SNOWSPEEDER, ROGUE THREE",INT,JANSON,Cable out!  Let her go!
5,76,213,"WEDGE'S SNOWSPEEDER, ROGUE THREE",INT,WEDGE,Detach cable.
5,78,214,"WEDGE'S SNOWSPEEDER, ROGUE THREE",INT,JANSON,Cable detached.
5,80,215,HOTH,EXT,TRENCH OFFICER,Come on!
5,81,216,"WEDGE'S SNOWSPEEDER, ROGUE THREE",INT,WEDGE,Whooha!  That got him!
5,82,217,"LUKE'S SNOWSPEEDER, ROGUE LEADER",INT,LUKE,"I see it, Wedge.  Good work."
5,83,218,REBEL BASE,INT,RIEEKAN,I don't think we can protect two transports at a time.
5,83,219,REBEL BASE,INT,LEIA,"It's risky, but we can't hold out much longer.  We have no choice."
5,83,220,REBEL BASE,INT,RIEEKAN,Launch patrols.
5,83,221,REBEL BASE,INT,LEIA,Evacuate remaining ground staff.
5,84,222,REBEL BASE,INT,HAN,"No, no!  No!  This one goes there, that one goes there.  Right?"
5,84,223,REBEL BASE,INT,THREEPIO,"Artoo, you take good care of Master Luke now, understand?  And ... do take good care of yourself. Oh, dear, oh, dear."
5,86,224,IMPERIAL SNOW WALKER,INT,VEERS,All troops will debark for ground assault.  Prepare to target the main generator.
5,88,225,"LUKE'S SNOWSPEEDER, ROGUE LEADER",INT,LUKE,"Rogue Two, are you all right?"
5,89,226,"ZEV'S SNOWSPEEDER, ROGUE TWO",INT,ZEV,"Yeah.  I'm with you, Rogue Leader."
5,90,227,"LUKE'S SNOWSPEEDER, ROGUE LEADER",INT,LUKE,We'll set harpoon.  I'll cover for you.
5,92,228,"ZEV'S SNOWSPEEDER, ROGUE TWO",INT,ZEV,Coming around.
5,93,229,"LUKE'S SNOWSPEEDER, ROGUE LEADER",INT,LUKE,"Watch that cross fire, boys."
5,94,230,"ZEV'S SNOWSPEEDER, ROGUE TWO",INT,ZEV,Set for position three. Steady.
5,94,231,"ZEV'S SNOWSPEEDER, ROGUE TWO",INT,LUKE,Stay tight and low.
5,96,232,"LUKE'S SNOWSPEEDER, ROGUE LEADER",INT,LUKE,"Hobbie, I've been hit!"
5,97,233,REBEL BASE,INT,HAN,You all right?
5,97,234,REBEL BASE,INT,LEIA,Why are you still here?
5,97,235,REBEL BASE,INT,HAN,I heard the command center had been hit.
5,97,236,REBEL BASE,INT,LEIA,You got your clearance to leave.
5,97,237,REBEL BASE,INT,HAN,Don't worry.  I'll leave.  First I'm going to get you to your ship.
5,97,238,REBEL BASE,INT,THREEPIO,"Your Highness, we must take this last transport.  It's our only hope."
5,97,239,REBEL BASE,INT,LEIA,Send all troops in sector twelve to the south slope to protect the fighters.
5,97,240,REBEL BASE,INT,ANNOUNCER,Imperial troops have entered the base.
5,97,241,REBEL BASE,INT,HAN,Come on... that's it.
5,97,242,REBEL BASE,INT,LEIA,Give the evacuation code signal. And get to your transports!
5,97,243,REBEL BASE,INT,HEAD CONTROLLER,K-one-zero... all troops disengage.
5,97,244,REBEL BASE,INT,THREEPIO,Oh!  Wait for me!
5,98,245,BATTLEFIELD,EXT,OFFICER,Begin retreat!
5,98,246,BATTLEFIELD,EXT,SECOND OFFICER,Fall back!
5,103,247,IMPERIAL SNOW WALKER,INT,VEERS,Distance to power generators?
5,103,248,IMPERIAL SNOW WALKER,INT,PILOT,"One-seven, decimal two-eight."
5,103,249,IMPERIAL SNOW WALKER,INT,VEERS,Target.  Maximum fire power.
5,105,250,HOTH,INT,HAN,"Transport, this is Solo.  Better take off - I can't get to you. I'll get the princess out on the Falcon."
5,105,251,HOTH,INT,THREEPIO,But... but... but... where are you going?  Uh... come back!!
5,107,252,HOTH,INT,THREEPIO,Wait!  Wait for me!  Wait!  Stop!
5,107,253,HOTH,INT,THREEPIO,How typical.
5,107,254,HOTH,INT,HAN,Come on.
5,108,255,HOTH,INT,HAN,"Hurry up, goldenrod, or you're going to be a permanent resident!"
5,108,256,HOTH,INT,THREEPIO,Wait!  Wait!
5,111,257,MAIN HANGAR,INT,HAN,How's this?
5,111,258,MAIN HANGAR,INT,LEIA,Would it helped if I got out and pushed?
5,111,259,MAIN HANGAR,INT,HAN,It might.
5,111,260,MAIN HANGAR,INT,THREEPIO,"Captain Solo, Captain Solo... sir, might I suggest that you..."
5,111,261,MAIN HANGAR,INT,THREEPIO,It can wait.
5,112,262,MAIN HANGAR,INT,LEIA,This bucket of bolts is never going to get us past that blockade.
5,112,263,MAIN HANGAR,INT,HAN,"This baby's got a few surprises left in her, sweetheart."
5,115,264,MAIN HANGAR,INT,HAN,Come on!  Come on!  Switch over. Let's hope we don't have a burnout.
5,115,265,MAIN HANGAR,INT,HAN,See?
5,115,266,MAIN HANGAR,INT,LEIA,"Someday you're going to be wrong, and I hope I'm there to see it."
5,115,267,MAIN HANGAR,INT,HAN,Punch it!
5,117,268,HOTH,EXT,LUKE,Artoo!  Get her ready for takeoff.
5,117,269,HOTH,EXT,WEDGE,"Good luck, Luke.  See you at the rendezvous."
5,117,270,HOTH,EXT,LUKE,"Don't worry, Artoo.  We're going, we're going."
5,119,271,LUKE'S X,INT,LUKE,"There's nothing wrong, Artoo. I'm just setting a new course."
5,119,272,LUKE'S X,INT,LUKE,We're not going to regroup with the others.
5,119,273,LUKE'S X,INT,LUKE,We're going to the Dagobah system.
5,119,274,LUKE'S X,INT,LUKE,"Yes, Artoo?"
5,119,275,LUKE'S X,INT,LUKE,That's all right.  I'd like to keep it on manual control for a while.
5,121,276,MILLENNIUM FALCON,INT,HAN,I saw them!  I saw them!
5,121,277,MILLENNIUM FALCON,INT,LEIA,Saw what?
5,121,278,MILLENNIUM FALCON,INT,HAN,"Star Destroyers, two of them, coming right at us."
5,121,279,MILLENNIUM FALCON,INT,THREEPIO,"Sir, sir!  Might I suggest..."
5,121,280,MILLENNIUM FALCON,INT,HAN,Shut him up or shut him down! Check the deflector shield!
5,121,281,MILLENNIUM FALCON,INT,HAN,"Oh, great.  Well, we can still outmaneuver them."
5,123,282,STAR DESTROYER,INT,IMPERIAL OFFICER,Take evasive action!
5,125,283,MILLENNIUM FALCON,INT,HAN,Prepare to make the jump to light- speed.
5,125,284,MILLENNIUM FALCON,INT,THREEPIO,"But, sir!"
5,125,285,MILLENNIUM FALCON,INT,LEIA,They're getting closer!
5,125,286,MILLENNIUM FALCON,INT,HAN,eye) Oh yeah?  Watch this.
5,125,287,MILLENNIUM FALCON,INT,LEIA,Watch what?
5,125,288,MILLENNIUM FALCON,INT,HAN,I think we're in trouble.
5,125,289,MILLENNIUM FALCON,INT,THREEPIO,"If I may say so, sir, I noticed earlier that the hyperdrive motivator has been damaged.  It's impossible to go to light-speed!"
5,125,290,MILLENNIUM FALCON,INT,HAN,We're in trouble!
5,128,291,MILLENNIUM FALCON,INT,HAN,Horizontal boosters...! Alluvial dampers...!  Well that's not it. Bring me the hydrospanners!
5,128,292,MILLENNIUM FALCON,INT,HAN,I don't know how we're going to get out of this one.
5,128,293,MILLENNIUM FALCON,INT,HAN,Oww!  Chewie!
5,128,294,MILLENNIUM FALCON,INT,HAN,That was no laser blast!  Something hit us.
5,128,295,MILLENNIUM FALCON,INT,LEIA,"Han, get up here!"
5,128,296,MILLENNIUM FALCON,INT,HAN,"Come on, Chewie!"
5,129,297,MILLENNIUM FALCON,INT,LEIA,Asteroids!
5,129,298,MILLENNIUM FALCON,INT,HAN,"Oh, no!  Chewie, set two-seven- one."
5,129,299,MILLENNIUM FALCON,INT,LEIA,What are you doing?  You're not actually going into an asteroid field?
5,129,300,MILLENNIUM FALCON,INT,HAN,"They'd be crazy to follow us, wouldn't they?"
5,129,301,MILLENNIUM FALCON,INT,LEIA,You don't have to do this to impress me.
5,129,302,MILLENNIUM FALCON,INT,THREEPIO,"Sir, the possibility of successfully navigating an asteroid field is approximately three thousand, seven hundred and twenty to one."
5,129,303,MILLENNIUM FALCON,INT,HAN,Never tell me the odds!
5,133,304,MILLENNIUM FALCON,INT,HAN,"You said you wanted to be around when I made a mistake; well, this could be it, sweetheart."
5,133,305,MILLENNIUM FALCON,INT,LEIA,I take it back.  We're going to get pulverized if we stay out here much longer.
5,133,306,MILLENNIUM FALCON,INT,HAN,I'm not going to argue with that.
