episode,scene_num,sequence,place,type,actor,dialogue
6,46,165,DOCKING BAY,INT,EMPEROR,"You have done well, Lord Vader. And now I sense you wish to continue your search for young Skywalker."
6,46,166,DOCKING BAY,INT,VADER,"Yes, my Master."
6,46,167,DOCKING BAY,INT,EMPEROR,"Patience, my friend. In time he will seek you out. And when he does, you must bring him before me. He has grown strong. Only together can we turn him to the dark side of the Force."
6,46,168,DOCKING BAY,INT,VADER,As you wish.
6,46,169,DOCKING BAY,INT,EMPEROR,Everything is proceeding as I have foreseen.
6,48,170,YODA'S HOUSE,INT,YODA,Hmm. That face you make. Look I so old to young eyes?
6,48,171,YODA'S HOUSE,INT,LUKE,No... of course not.
6,48,172,YODA'S HOUSE,INT,YODA,"Soon will I rest. Yes, forever sleep. Earned it, I have."
6,48,173,YODA'S HOUSE,INT,LUKE,"Master Yoda, you can't die."
6,48,174,YODA'S HOUSE,INT,YODA,Strong am I with the Force... but not that strong! Twilight is upon me and soon night must fall. That is the way of things... the way of the Force.
6,48,175,YODA'S HOUSE,INT,LUKE,But I need your help. I've come back to complete the training.
6,48,176,YODA'S HOUSE,INT,YODA,No more training do you require. Already know you that which you need.
6,48,177,YODA'S HOUSE,INT,LUKE,Then I am a Jedi?
6,48,178,YODA'S HOUSE,INT,LUKE,Master Yoda... is Darth Vader my father?
6,48,179,YODA'S HOUSE,INT,YODA,Mmm... rest I need. Yes... rest.
6,48,180,YODA'S HOUSE,INT,LUKE,"Yoda, I must know."
6,48,181,YODA'S HOUSE,INT,YODA,Your father he is.
6,48,182,YODA'S HOUSE,INT,YODA,"Told you, did he?"
6,48,183,YODA'S HOUSE,INT,LUKE,Yes.
6,48,184,YODA'S HOUSE,INT,YODA,"Unexpected this is, and unfortunate..."
6,48,185,YODA'S HOUSE,INT,LUKE,Unfortunate that I know the truth?
6,48,186,YODA'S HOUSE,INT,LUKE,"Well, I'm sorry."
6,48,187,YODA'S HOUSE,INT,YODA,"Remember, a Jedi's strength flows from the Force.  But beware.  Anger, fear, aggression. The dark side are they.  Once you start down the dark path, forever will it dominate your destiny."
6,48,188,YODA'S HOUSE,INT,YODA,"Luke...Luke...Do not...Do not underestimate the powers of the Emperor, or suffer your father's fate, you will. Luke, when gone am I (cough), the last of the Jedi will you be. Luke, the Force runs strong in your family. Pass on what you have learned, Luke... (with great effort) There is...another...Sky...Sky...walker."
6,49,189,DAGOBAH SWAMP,EXT,LUKE,"I can't do it, Artoo. I can't go on alone."
6,49,190,DAGOBAH SWAMP,EXT,BEN,Yoda will always be with you.
6,49,191,DAGOBAH SWAMP,EXT,LUKE,Obi-Wan! Why didn't you tell me?
6,49,192,DAGOBAH SWAMP,EXT,LUKE,You told me Vader betrayed and murdered my father.
6,49,193,DAGOBAH SWAMP,EXT,BEN,"You father was seduced by the dark side of the Force. He ceased to be Anakin Skywalker and became Darth Vader. When that happened, the good man who was your father was destroyed. So what I have told you was true... from a certain point of view."
6,49,194,DAGOBAH SWAMP,EXT,BEN,"Luke, you're going to find that many of the truths we cling to depend greatly on our own point of view."
6,49,195,DAGOBAH SWAMP,EXT,BEN,"I don't blame you for being angry. If I was wrong in what I did, it certainly wouldn't have been for the first time. You see, what happened to your father was my fault."
6,49,196,DAGOBAH SWAMP,EXT,BEN,Anakin was a good friend.
6,49,197,DAGOBAH SWAMP,EXT,BEN,"When I first knew him, your father was already a great pilot. But I was amazed how strongly the Force was with him. I took it upon myself to train him as a Jedi. I thought that I could instruct him just as well as Yoda. I was wrong. My pride has had terrible consequences for the galaxy."
6,49,198,DAGOBAH SWAMP,EXT,LUKE,There's still good in him.
6,49,199,DAGOBAH SWAMP,EXT,BEN,I also thought he could be turned back to the good side. It couldn't be done. He is more machine now than man. Twisted and evil.
6,49,200,DAGOBAH SWAMP,EXT,LUKE,"I can't do it, Ben."
6,49,201,DAGOBAH SWAMP,EXT,BEN,You cannot escape your destiny.
6,49,202,DAGOBAH SWAMP,EXT,LUKE,I tried to stop him once. I couldn't do it.
6,49,203,DAGOBAH SWAMP,EXT,BEN,"Vader humbled you when first you met him, Luke... but that experience was part of your training. It taught you, among other things, the value of patience. Had you not been so impatient to defeat Vader then, you could have finished your training here with Yoda. You would have been prepared."
6,49,204,DAGOBAH SWAMP,EXT,LUKE,But I had to help my friends.
6,49,205,DAGOBAH SWAMP,EXT,BEN,"To be a Jedi, Luke, you must confront and then go beyond the dark side - the side your father couldn't get past. Impatience is the easiest door - for you, like your father. Only, your father was seduced by what he found on the other side of the door, and you have held firm. You're no longer so reckless now, Luke. You are strong and patient. And now, you must face Darth Vader again!"
6,49,206,DAGOBAH SWAMP,EXT,LUKE,I can't kill my own father.
6,49,207,DAGOBAH SWAMP,EXT,BEN,Then the Emperor has already won. You were our only hope.
6,49,208,DAGOBAH SWAMP,EXT,LUKE,Yoda spoke of another.
6,49,209,DAGOBAH SWAMP,EXT,BEN,The other he spoke of is your twin sister.
6,49,210,DAGOBAH SWAMP,EXT,LUKE,But I have no sister.
6,49,211,DAGOBAH SWAMP,EXT,BEN,"Hmm. To protect you both from the Emperor, you were hidden from your father when you were born. The Emperor knew, as I did, if Anakin were to have any offspring, they would be a threat to him. That is the reason why your sister remains safely anonymous."
6,49,212,DAGOBAH SWAMP,EXT,LUKE,Leia! Leia's my sister.
6,49,213,DAGOBAH SWAMP,EXT,BEN,"Your insight serves you well. Bury your feelings deep down, Luke. They do you credit. But they could be made to serve the Emperor."
6,49,214,DAGOBAH SWAMP,EXT,LUKE,"But you can't let her get involved now, Ben. Vader will destroy her."
6,49,215,DAGOBAH SWAMP,EXT,BEN,"She hasn't been trained in the ways of the Jedi the way you have, Luke... but the Force is strong with her, as it is with all of your family. There is no avoiding the battle. You must face and destroy Vader!"
6,50,216,SPACE,EXT,BEN,
6,51,217,HEADQUARTERS FRIGATE,INT,HAN,"Well, look at you, a general, huh?"
6,51,218,HEADQUARTERS FRIGATE,INT,LANDO,"Oh, well, someone must have told them about my little maneuver at the battle of Taanab."
6,51,219,HEADQUARTERS FRIGATE,INT,HAN,"Well, who says they didn't.  But I ain't crazy. You're the respectable one, remember?"
6,51,220,HEADQUARTERS FRIGATE,INT,MON MOTHMA,The Emperor has made a critical error and the time for our attack has come.
6,51,221,HEADQUARTERS FRIGATE,INT,MON MOTHMA,"The data brought to us by the Bothan spies pinpoints the exact location of the Emperor's new battle station. We also know that the weapon systems of this Death Star are not yet operational. With the Imperial Fleet spread throughout the galaxy in a vain effort to engage us, it is relatively unprotected. But most important of all, we've learned that the Emperor himself is personally overseeing the final stages of the construction of this Death Star."
6,51,222,HEADQUARTERS FRIGATE,INT,ACKBAR,"You can see here the Death Star orbiting the forest Moon of Endor. Although the weapon systems on this Death Star are not yet operational, the Death Star does have a strong defense mechanism. It is protected by an energy shield, which is generated from the nearby forest Moon of Endor. The shield must be deactivated if any attack is to be attempted. Once the shield is down, our cruisers will create a perimeter, while the fighters fly into the superstructure and attempt to knock out the main reactor."
6,51,223,HEADQUARTERS FRIGATE,INT,HAN,Good luck.
6,51,224,HEADQUARTERS FRIGATE,INT,HAN,You're gonna need it.
6,51,225,HEADQUARTERS FRIGATE,INT,ACKBAR,General Madine.
6,51,226,HEADQUARTERS FRIGATE,INT,GENERAL MADINE,"We have stolen a small Imperial shuttle. Disguised as a cargo ship, and using a secret Imperial code, a strike team will land on the moon and deactivate the shield generator."
6,51,227,HEADQUARTERS FRIGATE,INT,THREEPIO,Sounds dangerous.
6,51,228,HEADQUARTERS FRIGATE,INT,GENERAL MADINE,"General Solo, is your strike team assembled?"
6,51,229,HEADQUARTERS FRIGATE,INT,HAN,"Uh, my team's ready. I don't have a command crew for the shuttle."
6,51,230,HEADQUARTERS FRIGATE,INT,HAN,"Well, it's gonna be rough, pal. I didn't want to speak for you."
6,51,231,HEADQUARTERS FRIGATE,INT,LEIA,"Uh, General... count me in."
6,51,232,HEADQUARTERS FRIGATE,INT,VOICE,"I'm with you, too!"
6,51,233,HEADQUARTERS FRIGATE,INT,LEIA,What is it?
6,51,234,HEADQUARTERS FRIGATE,INT,HAN,Luke.
6,51,235,HEADQUARTERS FRIGATE,INT,LUKE,"Hi, Han... Chewie."
6,51,236,HEADQUARTERS FRIGATE,INT,THREEPIO,"""Exciting"" is hardly the word I would use."
6,52,237,HEADQUARTERS FRIGATE,INT,HAN,Look. I want you to take her. I mean it. Take her. You need all the help you can get. She's the fastest ship in the fleet.
6,52,238,HEADQUARTERS FRIGATE,INT,LANDO,"All right, old buddy. You know, I know what she means to you. I'll take good care of her. She-she won't get a scratch. All right?"
6,52,239,HEADQUARTERS FRIGATE,INT,LANDO,"Look, would you get going, you pirate."
6,52,240,HEADQUARTERS FRIGATE,INT,LANDO,Good luck.
6,52,241,HEADQUARTERS FRIGATE,INT,HAN,"You, too."
6,53,242,IMPERIAL SHUTTLE,INT,HAN,You got her warmed?
6,53,243,IMPERIAL SHUTTLE,INT,LUKE,"Yeah, she's comin' up."
6,53,244,IMPERIAL SHUTTLE,INT,HAN,"No. I don't think the Empire had Wookiees in mind when they designed her, Chewie."
6,53,245,IMPERIAL SHUTTLE,INT,LEIA,"Hey, are you awake?"
6,53,246,IMPERIAL SHUTTLE,INT,HAN,"Yeah, I just got a funny feeling. Like I'm not gonna see her again."
6,53,247,IMPERIAL SHUTTLE,INT,HAN,"Right. Chewie, let's see what this piece of junk can do. Ready, everybody?"
6,53,248,IMPERIAL SHUTTLE,INT,LUKE,All set.
6,53,249,IMPERIAL SHUTTLE,INT,THREEPIO,Here we go again.
6,53,250,IMPERIAL SHUTTLE,INT,HAN,"All right, hang on."
6,55,251,EMPEROR'S THRONE ROOM,INT,VADER,"What is thy bidding, my Master?"
6,55,252,EMPEROR'S THRONE ROOM,INT,EMPEROR,Send the fleet to the far side of Endor. There it will stay until called for.
6,55,253,EMPEROR'S THRONE ROOM,INT,VADER,What of the reports of the Rebel fleet massing near Sullust?
6,55,254,EMPEROR'S THRONE ROOM,INT,EMPEROR,"It is of no concern. Soon the Rebellion will be crushed and young Skywalker will be one of us! Your work here is finished, my friend. Go out to the command ship and await my orders."
6,55,255,EMPEROR'S THRONE ROOM,INT,VADER,"Yes, my Master."
6,57,256,STOLEN IMPERIAL SHUTTLE,INT,HAN,"If they don't go for this, we're gonna have to get outta here pretty quick, Chewie."
6,57,257,STOLEN IMPERIAL SHUTTLE,INT,HAN,Shuttle Tydirium requesting deactivation of the deflector shield.
6,57,258,STOLEN IMPERIAL SHUTTLE,INT,HAN,Transmission commencing.
6,57,259,STOLEN IMPERIAL SHUTTLE,INT,LEIA,Now we find out if that code is worth the price we paid.
6,57,260,STOLEN IMPERIAL SHUTTLE,INT,HAN,It'll work. It'll work.
6,57,261,STOLEN IMPERIAL SHUTTLE,INT,LUKE,Vader's on that ship.
6,57,262,STOLEN IMPERIAL SHUTTLE,INT,HAN,"Now don't get jittery, Luke. There are a lot of command ships. Keep your distance though, Chewie, but don't look like you're trying to keep your distance."
6,57,263,STOLEN IMPERIAL SHUTTLE,INT,HAN,I don't know.  Fly casual.
6,57,264,STOLEN IMPERIAL SHUTTLE,INT,LUKE,I'm endangering the mission. I shouldn't have come.
6,57,265,STOLEN IMPERIAL SHUTTLE,INT,HAN,"It's your imagination, kid. Come on. Let's keep a little optimism here."
6,58,266,VADER'S STAR DESTROYER,INT,VADER,Where is that shuttle going?
6,58,267,VADER'S STAR DESTROYER,INT,VADER,Do they have a code clearance?
6,58,268,VADER'S STAR DESTROYER,INT,PIETT,"It's an older code, sir, but it checks out. I was about to clear them."
6,58,269,VADER'S STAR DESTROYER,INT,PIETT,Shall I hold them?
6,58,270,VADER'S STAR DESTROYER,INT,VADER,No. Leave them to me. I will deal with them myself.
6,59,271,STOLEN IMPERIAL SHUTTLE,INT,HAN,"They're not goin' for it, Chewie."
6,59,272,STOLEN IMPERIAL SHUTTLE,INT,HAN,Okay! I told you it was gonna work. No problem.
6,61,273,FOREST LANDING SITE,EXT,THREEPIO,"Oh, I told you it was dangerous here."
6,61,274,FOREST LANDING SITE,EXT,LEIA,Shall we try and go around?
6,61,275,FOREST LANDING SITE,EXT,HAN,It'll take time. This whole party'll be for nothing if they see us.
6,62,276,FOREST CLEARING,EXT,HAN,Chewie and I will take care of this. You stay here.
6,62,277,FOREST CLEARING,EXT,LUKE,"Quietly, there might be more of them out there."
6,62,278,FOREST CLEARING,EXT,SCOUT #1,Go for help! Go!
