episode,scene_num,sequence,place,type,actor,dialogue
4,84,443,MILLENNIUM FALCON,INT,BEN,You'd better get on with your exercises.
4,84,444,MILLENNIUM FALCON,INT,HAN,"Well, you can forget your troubles with those Imperial slugs. I told you I'd outrun 'em."
4,84,445,MILLENNIUM FALCON,INT,HAN,Don't everyone thank me at once.
4,84,446,MILLENNIUM FALCON,INT,HAN,"Anyway, we should be at Alderaan about oh-two-hundred hours."
4,84,447,MILLENNIUM FALCON,INT,THREEPIO,"Now be careful, Artoo."
4,84,448,MILLENNIUM FALCON,INT,THREEPIO,He made a fair move. Screaming about it won't help you.
4,84,449,MILLENNIUM FALCON,INT,HAN,Let him have it. It's not wise to upset a Wookiee.
4,84,450,MILLENNIUM FALCON,INT,THREEPIO,"But sir, nobody worries about upsetting a droid."
4,84,451,MILLENNIUM FALCON,INT,HAN,That's 'cause droids don't pull people's arms out of their socket when they lose. Wookiees are known to do that.
4,84,452,MILLENNIUM FALCON,INT,THREEPIO,"I see your point, sir. I suggest a new strategy, Artoo. Let the Wookiee win."
4,84,453,MILLENNIUM FALCON,INT,BEN,"Remember, a Jedi can feel the Force flowing through him."
4,84,454,MILLENNIUM FALCON,INT,LUKE,You mean it controls your actions?
4,84,455,MILLENNIUM FALCON,INT,BEN,Partially. But it also obeys your commands.
4,84,456,MILLENNIUM FALCON,INT,HAN,"Hokey religions and ancient weapons are no match for a good blaster at your side, kid."
4,84,457,MILLENNIUM FALCON,INT,LUKE,"You don't believe in the Force, do you?"
4,84,458,MILLENNIUM FALCON,INT,HAN,"Kid, I've flown from one side of this galaxy to the other. I've seen a lot of strange stuff, but I've never seen anything to make me believe there's one all-powerful force controlling everything. There's no mystical energy field that controls my destiny."
4,84,459,MILLENNIUM FALCON,INT,HAN,It's all a lot of simple tricks and nonsense.
4,84,460,MILLENNIUM FALCON,INT,BEN,"I suggest you try it again, Luke."
4,84,461,MILLENNIUM FALCON,INT,BEN,"This time, let go your conscious self and act on instinct."
4,84,462,MILLENNIUM FALCON,INT,LUKE,"With the blast shield down, I can't even see. How am I supposed to fight?"
4,84,463,MILLENNIUM FALCON,INT,BEN,Your eyes can deceive you. Don't trust them.
4,84,464,MILLENNIUM FALCON,INT,BEN,Stretch out with your feelings.
4,84,465,MILLENNIUM FALCON,INT,BEN,"You see, you can do it."
4,84,466,MILLENNIUM FALCON,INT,HAN,I call it luck.
4,84,467,MILLENNIUM FALCON,INT,BEN,"In my experience, there's no such thing as luck."
4,84,468,MILLENNIUM FALCON,INT,HAN,"Look, going good against remotes is one thing. Going good against the living? That's something else."
4,84,469,MILLENNIUM FALCON,INT,HAN,Looks like we're coming up on Alderaan.
4,84,470,MILLENNIUM FALCON,INT,LUKE,"You know, I did feel something. I could almost see the remote."
4,84,471,MILLENNIUM FALCON,INT,BEN,That's good. You have taken your first step into a larger world.
4,85,472,DEATH STAR,INT,TARKIN,Yes.
4,85,473,DEATH STAR,INT,OFFICER CASS,"Our scout ships have reached Dantooine. They found the remains of a Rebel base, but they estimate that it has been deserted for some time. They are now conducting an extensive search of the surrounding systems."
4,85,474,DEATH STAR,INT,TARKIN,She lied! She lied to us!
4,85,475,DEATH STAR,INT,VADER,I told you she would never consciously betray the Rebellion.
4,85,476,DEATH STAR,INT,TARKIN,Terminate her... immediately!
4,87,477,MILLENNIUM FALCON,INT,HAN,"Stand by, Chewie, here we go. Cut in the sublight engines."
4,87,478,MILLENNIUM FALCON,INT,HAN,"What the...? Aw, we've come out of hyperspace into a meteor shower. Some kind of asteroid collision. It's not on any of the charts."
4,87,479,MILLENNIUM FALCON,INT,LUKE,What's going on?
4,87,480,MILLENNIUM FALCON,INT,HAN,"Our position is correct, except... no, Alderaan!"
4,87,481,MILLENNIUM FALCON,INT,LUKE,What do you mean? Where is it?
4,87,482,MILLENNIUM FALCON,INT,HAN,"Thats what I'm trying to tell you, kid. It ain't there. It's been totally blown away."
4,87,483,MILLENNIUM FALCON,INT,LUKE,What? How?
4,87,484,MILLENNIUM FALCON,INT,BEN,Destroyed... by the Empire!
4,87,485,MILLENNIUM FALCON,INT,HAN,The entire starfleet couldn't destroy the whole planet. It'd take a thousand ships with more fire power than I've...
4,87,486,MILLENNIUM FALCON,INT,HAN,There's another ship coming in.
4,87,487,MILLENNIUM FALCON,INT,LUKE,Maybe they know what happened.
4,87,488,MILLENNIUM FALCON,INT,BEN,It's an Imperial fighter.
4,87,489,MILLENNIUM FALCON,INT,LUKE,It followed us!
4,87,490,MILLENNIUM FALCON,INT,BEN,No. It's a short range fighter.
4,87,491,MILLENNIUM FALCON,INT,HAN,There aren't any bases around here. Where did it come from?
4,89,492,MILLENNIUM FALCON,INT,LUKE,"It sure is leaving in a big hurry. If they identify us, we're in big trouble."
4,89,493,MILLENNIUM FALCON,INT,HAN,Not if I can help it. Chewie...jam it's transmissions.
4,89,494,MILLENNIUM FALCON,INT,BEN,It'd be as well to let it go. It's too far out of range.
4,89,495,MILLENNIUM FALCON,INT,HAN,Not for long...
4,91,496,MILLENNIUM FALCON,INT,BEN,A fighter that size couldn't get this deep into space on its own.
4,91,497,MILLENNIUM FALCON,INT,LUKE,"It must have gotten lost, been part of a convoy or something."
4,91,498,MILLENNIUM FALCON,INT,HAN,"Well, he ain't going to be around long enough to tell anyone about us."
4,93,499,MILLENNIUM FALCON,INT,LUKE,Look at him. He's headed for that small moon.
4,93,500,MILLENNIUM FALCON,INT,HAN,I think I can get him before he gets there... he's almost in range.
4,93,501,MILLENNIUM FALCON,INT,BEN,That's no moon! It's a space station.
4,93,502,MILLENNIUM FALCON,INT,HAN,It's too big to be a space station.
4,93,503,MILLENNIUM FALCON,INT,LUKE,I have a very bad feeling about this.
4,93,504,MILLENNIUM FALCON,INT,HAN,"Yeah, I think your right. Full reverse! Chewie, lock in the auxiliary power."
4,93,505,MILLENNIUM FALCON,INT,LUKE,Why are we still moving towards it?
4,93,506,MILLENNIUM FALCON,INT,HAN,We're caught in a tractor beam! It's pulling us in!
4,93,507,MILLENNIUM FALCON,INT,LUKE,But there's gotta be something you can do!
4,93,508,MILLENNIUM FALCON,INT,HAN,"There's nothin' I can do about it, kid. I'm in full power. I'm going to have to shut down. But they're not going to get me without a fight!"
4,93,509,MILLENNIUM FALCON,INT,BEN,You can't win. But there are alternatives to fighting.
4,96,510,DEATH STAR,INT,OFFICER,To you stations! Come with me.
4,98,511,DEATH STAR,INT,OFFICER,Close all outboard shields! Close all outboard shields!
4,99,512,DEATH STAR,INT,TARKIN,Yes.
4,99,513,DEATH STAR,INT,VOICE,We've captured a freighter entering the remains of the Alderaan system. It's markings match those of a ship that blasted its way out of Mos Eisley.
4,99,514,DEATH STAR,INT,VADER,They must be trying to return the stolen plans to the princess. She may yet be of some use to us.
4,100,515,DEATH STAR,INT,VOICE,Unlock one-five-seven and nine. Release charges.
4,100,516,DEATH STAR,INT,OFFICER,"There's no one on board, sir. According to the log, the crew abandoned ship right after takeoff. It must be a decoy, sir. Several of the escape pods have been jettisoned."
4,100,517,DEATH STAR,INT,VADER,Did you find any droids?
4,100,518,DEATH STAR,INT,OFFICER,"No, sir. If there were any on board, they must also have jettisoned."
4,100,519,DEATH STAR,INT,VADER,Send a scanning crew on board. I want every part of this ship checked.
4,100,520,DEATH STAR,INT,OFFICER,"Yes, sir."
4,100,521,DEATH STAR,INT,VADER,I sense something... a presence I haven't felt since...
4,100,522,DEATH STAR,INT,OFFICER,Get me a scanning crew in here on the double. I want every part of this ship checked!
4,101,523,MILLENNIUM FALCON,INT,LUKE,"Boy, it's lucky you had these compartments."
4,101,524,MILLENNIUM FALCON,INT,HAN,"I use them for smuggling. I never thought I'd be smuggling myself in them. This is ridiculous. Even if I could take off, I'd never get past the tractor beam."
4,101,525,MILLENNIUM FALCON,INT,BEN,Leave that to me!
4,101,526,MILLENNIUM FALCON,INT,HAN,Damn fool. I knew that you were going to say that!
4,101,527,MILLENNIUM FALCON,INT,BEN,Who's the more foolish... the fool or the fool who follows him?
4,102,528,DEATH STAR,INT,TROOPER,"The ship's all yours. If the scanners pick up anything, report it immediately. All right, let's go."
4,102,529,DEATH STAR,INT,HAN'S VOICE,"Hey down there, could you give us a hand with this?"
4,103,530,DEATH STAR,INT,GANTRY OFFICER,"TX-four-one-two. Why aren't you at your post? TX-four-one-two, do you copy?"
4,103,531,DEATH STAR,INT,GANTRY OFFICER,Take over. We've got a bad transmitter. I'll see what I can do.
4,103,532,DEATH STAR,INT,LUKE,"You know, between his howling and your blasting everything in sight, it's a wonder the whole station doesn't know we're here."
4,103,533,DEATH STAR,INT,HAN,Bring them on! I prefer a straight fight to all this sneaking around.
4,103,534,DEATH STAR,INT,THREEPIO,"We found the computer outlet, sir."
4,103,535,DEATH STAR,INT,BEN,Plug in. He should be able to interpret the entire Imperial computer network.
4,103,536,DEATH STAR,INT,THREEPIO,He says he's found the main computer to power the tractor beam that's holding the ship here. He'll try to make the precise location appear on the monitor.
4,103,537,DEATH STAR,INT,THREEPIO,The tractor beam is coupled to the main reactor in seven locations. A power loss at one of the terminals will allow the ship to leave.
4,103,538,DEATH STAR,INT,BEN,I don't think you boys can help. I must go alone.
4,103,539,DEATH STAR,INT,HAN,Whatever you say. I've done more that I bargained for on this trip already.
4,103,540,DEATH STAR,INT,LUKE,I want to go with you.
4,103,541,DEATH STAR,INT,BEN,"Be patient, Luke. Stay and watch over the droids."
4,103,542,DEATH STAR,INT,LUKE,But he can...
4,103,543,DEATH STAR,INT,BEN,They must be delivered safely or other star systems will suffer the same fate as Alderaan. Your destiny lies along a different path than mine. The Force will be with you... always!
4,103,544,DEATH STAR,INT,HAN,"Boy you said it, Chewie."
4,103,545,DEATH STAR,INT,HAN,Where did you dig up that old fossil?
4,103,546,DEATH STAR,INT,LUKE,Ben is a great man.
4,103,547,DEATH STAR,INT,HAN,"Yeah, great at getting us into trouble."
4,103,548,DEATH STAR,INT,LUKE,I didn't hear you give any ideas...
4,103,549,DEATH STAR,INT,HAN,"Well, anything would be better than just hanging around waiting for him to pick us up..."
4,103,550,DEATH STAR,INT,LUKE,Who do you think...
4,103,551,DEATH STAR,INT,LUKE,What is it?
4,103,552,DEATH STAR,INT,THREEPIO,"I'm afraid I'm not quite sure, sir. He says ""I found her"", and keeps repeating, ""She's here."""
4,103,553,DEATH STAR,INT,LUKE,"Well, who... who has he found?"
4,103,554,DEATH STAR,INT,THREEPIO,Princess Leia.
4,103,555,DEATH STAR,INT,LUKE,The princess? She's here?
4,103,556,DEATH STAR,INT,HAN,Princess? What's going on?
4,103,557,DEATH STAR,INT,THREEPIO,Level five. Detention block A A-twenty- three. I'm afraid she's scheduled to be terminated.
4,103,558,DEATH STAR,INT,LUKE,"Oh, no! We've got to do something."
4,103,559,DEATH STAR,INT,HAN,What are you talking about?
4,103,560,DEATH STAR,INT,LUKE,The droid belongs to her. She's the one in the message... We've got to help her.
4,103,561,DEATH STAR,INT,HAN,"Now, look, don't get any funny ideas. The old man wants us to wait right here."
4,103,562,DEATH STAR,INT,LUKE,"But he didn't know she was here. Look, will you just find a way back into the detention block?"
4,103,563,DEATH STAR,INT,HAN,I'm not going anywhere.
4,103,564,DEATH STAR,INT,LUKE,"They're going to execute her. Look, a few minutes ago you said you didn't want to just wait here to be captured. Now all you want to do is stay."
4,103,565,DEATH STAR,INT,HAN,Marching into the detention area is not what I had in mind.
4,103,566,DEATH STAR,INT,LUKE,But they're going to kill her!
4,103,567,DEATH STAR,INT,HAN,Better her than me...
4,103,568,DEATH STAR,INT,LUKE,She's rich.
4,103,569,DEATH STAR,INT,HAN,Rich?
4,103,570,DEATH STAR,INT,LUKE,"Yes. Rich, powerful! Listen, if you were to rescue her, the reward would be..."
4,103,571,DEATH STAR,INT,HAN,What?
4,103,572,DEATH STAR,INT,LUKE,Well more wealth that you can imagine.
4,103,573,DEATH STAR,INT,HAN,"I don't know, I can imagine quite a bit!"
4,103,574,DEATH STAR,INT,LUKE,You'll get it!
4,103,575,DEATH STAR,INT,HAN,I better!
4,103,576,DEATH STAR,INT,LUKE,You will...
4,103,577,DEATH STAR,INT,HAN,"All right, kid. But you'd better be right about this."
4,103,578,DEATH STAR,INT,LUKE,All right.
4,103,579,DEATH STAR,INT,HAN,What's your plan?
4,103,580,DEATH STAR,INT,LUKE,"Uh... Threepio, hand me those binders there will you?"
4,103,581,DEATH STAR,INT,LUKE,"Okay. Now, I'm going to put these on you."
4,103,582,DEATH STAR,INT,LUKE,"Okay. Han, you put these on."
4,103,583,DEATH STAR,INT,HAN,"Don't worry, Chewie. I think I know what he has in mind."
4,103,584,DEATH STAR,INT,THREEPIO,"Master Luke, sir! Pardon me for asking... but, ah... what should Artoo and I do if we're discovered here?"
4,103,585,DEATH STAR,INT,LUKE,Lock the door!
4,103,586,DEATH STAR,INT,HAN,And hope they don't have blasters.
4,103,587,DEATH STAR,INT,THREEPIO,That isn't very reassuring.
4,104,588,DEATH STAR,INT,LUKE,I can't see a thing in this helmet.
4,106,589,DEATH STAR,INT,HAN,This is not going to work.
4,106,590,DEATH STAR,INT,LUKE,Why didn't you say so before?
4,106,591,DEATH STAR,INT,HAN,I did say so before!
4,107,592,DETENTION AREA,INT,OFFICER,Where are you taking this... thing?
4,107,593,DETENTION AREA,INT,LUKE,Prisoner transfer from Block one-one- three-eight.
4,107,594,DETENTION AREA,INT,OFFICER,I wasn't notified. I'll have to clear it.
4,107,595,DETENTION AREA,INT,HAN,Look out! He's loose!
4,107,596,DETENTION AREA,INT,LUKE,He's going to pull us all apart.
4,107,597,DETENTION AREA,INT,HAN,Go get him!
4,107,598,DETENTION AREA,INT,HAN,We've got to find out which cell this princess of yours is in. Here it is... cell twenty-one-eight-seven. You go get her. I'll hold them here.
4,107,599,DETENTION AREA,INT,HAN,Everything is under control. Situation normal.
4,107,600,DETENTION AREA,INT,INTERCOM VOICE,What happened?
4,107,601,DETENTION AREA,INT,HAN,"Uh... had a slight weapons malfunction. But, uh, everything's perfectly all right now. We're fine. We're all fine here, now, thank you. How are you?"
4,107,602,DETENTION AREA,INT,INTERCOM VOICE,We're sending a squad up.
4,107,603,DETENTION AREA,INT,HAN,"Uh, uh, negative. We had a reactor leak here now. Give us a few minutes to lock it down. Large leak... very dangerous."
4,107,604,DETENTION AREA,INT,INTERCOM VOICE,Who is this? What's your operating number?
4,107,605,DETENTION AREA,INT,HAN,Boring conversation anyway. hall) Luke! We're going to have company!
4,108,606,DEATH STAR,INT,LEIA,Aren't you a little short to be a stormtrooper?
4,108,607,DEATH STAR,INT,LUKE,What? Oh... the uniform. I'm Luke Skywalker. I'm here to rescue you.
4,108,608,DEATH STAR,INT,LEIA,You're who?
4,108,609,DEATH STAR,INT,LUKE,I'm here to rescue you. I've got your R2 unit. I'm here with Ben Kenobi.
4,108,610,DEATH STAR,INT,LEIA,Ben Kenobi is here! Where is he?
4,108,611,DEATH STAR,INT,LUKE,Come on!
4,109,612,DEATH STAR,INT,VADER,He is here...
4,109,613,DEATH STAR,INT,TARKIN,Obi-Wan Kenobi! What makes you think so?
4,109,614,DEATH STAR,INT,VADER,A tremor in the Force. The last time I felt it was in the presence of my old master.
4,109,615,DEATH STAR,INT,TARKIN,Surely he must be dead by now.
4,109,616,DEATH STAR,INT,VADER,Don't underestimate the power of the Force.
4,109,617,DEATH STAR,INT,TARKIN,"The Jedi are extinct, their fire has gone out of the universe. You, my friend, are all that's left of their religion."
4,109,618,DEATH STAR,INT,TARKIN,Yes.
4,109,619,DEATH STAR,INT,INTERCOM VOICE,"Governor Tarkin, we have an emergency alert in detention block A A-twenty- three."
4,109,620,DEATH STAR,INT,TARKIN,The princess! Put all sections on alert!
4,109,621,DEATH STAR,INT,VADER,Obi-Wan is here. The Force is with him.
4,109,622,DEATH STAR,INT,TARKIN,"If you're right, he must not be allowed to escape."
4,109,623,DEATH STAR,INT,VADER,Escape is not his plan. I must face him alone.
4,110,624,DEATH STAR,INT,HAN,Chewie!
4,110,625,DEATH STAR,INT,HAN,Get behind me! Get behind me!
4,110,626,DEATH STAR,INT,HAN,Can't get out that way.
4,110,627,DEATH STAR,INT,LEIA,Looks like you managed to cut off our only escape route.
4,110,628,DEATH STAR,INT,HAN,"Maybe you'd like it back in your cell, Your Highness."
4,110,629,DEATH STAR,INT,LUKE,See-Threepio! See-Threepio!
4,110,630,DEATH STAR,INT,THREEPIO,Yes sir?
4,110,631,DEATH STAR,INT,LUKE,We've been cut off! Are there any other ways out of the cell bay?... What was that? I didn't copy!
4,111,632,DEATH STAR,INT,THREEPIO,"I said, all systems have been alerted to your presence, sir. The main entrance seems to be the only way in or out; all other information on your level is restricted."
4,111,633,DEATH STAR,INT,TROOPER VOICE,Open up in there!
4,111,634,DEATH STAR,INT,THREEPIO,"Oh, no!"
4,112,635,DEATH STAR,INT,LUKE,There isn't any other way out.
4,112,636,DEATH STAR,INT,HAN,I can't hold them off forever! Now what?
4,112,637,DEATH STAR,INT,LEIA,"This is some rescue. When you came in here, didn't you have a plan for getting out?"
4,112,638,DEATH STAR,INT,HAN,"He's the brains, sweetheart."
4,112,639,DEATH STAR,INT,LUKE,"Well, I didn't..."
4,112,640,DEATH STAR,INT,HAN,What the hell are you doing?
4,112,641,DEATH STAR,INT,LEIA,"Somebody has to save our skins. Into the garbage chute, wise guy."
4,112,642,DEATH STAR,INT,HAN,Get in there you big furry oaf! I don't care what you smell! Get in there and don't worry about it.
4,112,643,DEATH STAR,INT,HAN,Wonderful girl! Either I'm going to kill her or I'm beginning to like her. Get in there!
4,113,644,DEATH STAR,INT,HAN,Oh! The garbage chute was a really wonderful idea. What an incredible smell you've discovered! Let's get out of here! Get away from there...
4,113,645,DEATH STAR,INT,LUKE,No! wait!
4,113,646,DEATH STAR,INT,LUKE,Will you forget it? I already tried it. It's magnetically sealed!
4,113,647,DEATH STAR,INT,LEIA,Put that thing away! You're going to get us all killed.
4,113,648,DEATH STAR,INT,HAN,"Absolutely, Your Worship. Look, I had everything under control until you led us down here. You know, it's not going to take them long to figure out what happened to us."
4,113,649,DEATH STAR,INT,LEIA,It could be worse...
4,113,650,DEATH STAR,INT,HAN,It's worse.
4,113,651,DEATH STAR,INT,LUKE,There's something alive in here!
4,113,652,DEATH STAR,INT,HAN,That's your imagination.
4,113,653,DEATH STAR,INT,LUKE,Something just moves past my leg! Look! Did you see that?
4,113,654,DEATH STAR,INT,HAN,What?
4,113,655,DEATH STAR,INT,LUKE,Help!
4,113,656,DEATH STAR,INT,HAN,Luke! Luke! Luke!
4,113,657,DEATH STAR,INT,LEIA,Luke!
4,113,658,DEATH STAR,INT,LEIA,"Luke, Luke, grab a hold of this."
4,113,659,DEATH STAR,INT,LUKE,"Blast it, will you! My gun's jammed."
4,113,660,DEATH STAR,INT,HAN,Where?
4,113,661,DEATH STAR,INT,LUKE,Anywhere! Oh!!
4,113,662,DEATH STAR,INT,HAN,Luke! Luke!
4,113,663,DEATH STAR,INT,LEIA,Grab him!
4,113,664,DEATH STAR,INT,LEIA,What happened?
4,113,665,DEATH STAR,INT,LUKE,"I don't know, it just let go of me and disappeared..."
4,113,666,DEATH STAR,INT,HAN,I've got a very bad feeling about this.
4,113,667,DEATH STAR,INT,LUKE,The walls are moving!
4,113,668,DEATH STAR,INT,LEIA,Don't just stand there. Try to brace it with something.
4,113,669,DEATH STAR,INT,LUKE,Wait a minute!
4,113,670,DEATH STAR,INT,LUKE,Threepio! Come in Threepio! Threepio! Where could he be?
4,114,671,DEATH STAR,INT,FIRST TROOPER,Take over! officer) See to him! Look there!
4,114,672,DEATH STAR,INT,THREEPIO,"They're madmen! They're heading for the prison level. If you hurry, you might catch them."
4,114,673,DEATH STAR,INT,FIRST OFFICER,Follow me! You stand guard.
4,114,674,DEATH STAR,INT,THREEPIO,Come on!
4,114,675,DEATH STAR,INT,THREEPIO,"Oh! All this excitement has overrun the circuits of my counterpart here. If you don't mind, I'd like to take him down to maintenance."
4,114,676,DEATH STAR,INT,TROOPER,All right.
4,115,677,DEATH STAR,INT,LUKE,"Threepio! Come in, Threepio! Threepio!"
4,115,678,DEATH STAR,INT,HAN,Get to the top!
4,115,679,DEATH STAR,INT,LEIA,I can't
4,115,680,DEATH STAR,INT,LUKE,"Where could he be? Threepio! Threepio, will you come in?"
4,116,681,DEATH STAR,INT,THREEPIO,They aren't here! Something must have happened to them. See if they've been captured.
4,116,682,DEATH STAR,INT,THREEPIO,Hurry!
4,117,683,DEATH STAR,INT,HAN,One thing's for sure. We're all going to be a lot thinner! Get on top of it!
4,117,684,DEATH STAR,INT,LEIA,I'm trying!
4,118,685,DEATH STAR,INT,THREEPIO,"Thank goodness, they haven't found them! Where could they be?"
4,118,686,DEATH STAR,INT,THREEPIO,"Use the comlink? Oh, my! I forgot I turned it off!"
4,120,687,DEATH STAR,INT,THREEPIO,"Are you there, sir?"
4,121,688,DEATH STAR,INT,LUKE,Threepio!
4,122,689,DEATH STAR,INT,THREEPIO,We've had some problems...
4,122,690,DEATH STAR,INT,LUKE,"Will you shut up and listen to me? Shut down all garbage mashers on the detention level, will you? Do you copy?"
4,123,691,DEATH STAR,INT,LUKE,Shut down all the garbage mashers on the detention level.
4,124,692,DEATH STAR,INT,LUKE,Shut down all the garbage mashers on the detention level.
4,124,693,DEATH STAR,INT,THREEPIO,No. Shut them all down! Hurry!
4,124,694,DEATH STAR,INT,THREEPIO,"Listen to them! They're dying, Artoo! Curse my metal body! I wasn't fast enough. It's all my fault! My poor master!"
4,124,695,DEATH STAR,INT,LUKE,"Threepio, we're all right!"
4,125,696,DEATH STAR,INT,LUKE,We're all right. You did great.
4,125,697,DEATH STAR,INT,LUKE,"Hey... hey, open the pressure maintenance hatch on unit number... where are we?"
4,126,698,DEATH STAR,INT,HAN,Three-two-six-eight-two-seven.
4,128,699,DEATH STAR,INT,HAN,"If we can just avoid any more female advice, we ought to be able to get out of here."
4,128,700,DEATH STAR,INT,LUKE,"Well, let's get moving!"
4,128,701,DEATH STAR,INT,HAN,Where are you going?
4,128,702,DEATH STAR,INT,LEIA,"No, wait. They'll hear!"
4,128,703,DEATH STAR,INT,HAN,"Come here, you big coward!"
4,128,704,DEATH STAR,INT,HAN,Chewie! Come here!
4,128,705,DEATH STAR,INT,LEIA,"Listen. I don't know who you are, or where you came from, but from now on, you do as I tell you. Okay?"
4,128,706,DEATH STAR,INT,HAN,"Look, Your Worshipfulness, let's get one thing straight! I take orders from one person! Me!"
4,128,707,DEATH STAR,INT,LEIA,It's a wonder you're still alive. Will somebody get this big walking carpet out of my way?
4,128,708,DEATH STAR,INT,HAN,No reward is worth this.
4,129,709,DEATH STAR,INT,OFFICER,Secure this area until the alert is canceled.
4,129,710,DEATH STAR,INT,FIRST TROOPER,Give me regular reports.
4,129,711,DEATH STAR,INT,FIRST TROOPER,Do you know what's going on?
4,129,712,DEATH STAR,INT,SECOND TROOPER,Maybe it's another drill.
4,129,713,DEATH STAR,INT,SECOND TROOPER,What was that?
4,129,714,DEATH STAR,INT,FIRST TROOPER,"Oh, it's nothing. Don't worry about it."
4,130,715,DEATH STAR,INT,HAN,There she is.
4,130,716,DEATH STAR,INT,LUKE,"See-Threepio, do you copy?"
4,130,717,DEATH STAR,INT,THREEPIO,"For the moment. Uh, we're in the main hangar across from the ship."
4,130,718,DEATH STAR,INT,LUKE,We're right above you. Stand by.
4,130,719,DEATH STAR,INT,LEIA,You came in that thing? You're braver that I thought.
4,130,720,DEATH STAR,INT,HAN,Nice! Come on!
4,130,721,DEATH STAR,INT,FIRST TROOPER,It's them! Blast them!
4,130,722,DEATH STAR,INT,HAN,Get back to the ship!
4,130,723,DEATH STAR,INT,LUKE,Where are you going? Come back!
4,130,724,DEATH STAR,INT,LEIA,He certainly has courage.
4,130,725,DEATH STAR,INT,LUKE,What good will it do us if he gets himself killed? Come on!
4,134,726,DEATH STAR,INT,LUKE,I think we took a wrong turn.
4,134,727,DEATH STAR,INT,LEIA,There's no lock!
4,134,728,DEATH STAR,INT,LUKE,That oughta hold it for a while.
4,134,729,DEATH STAR,INT,LEIA,"Quick, we've got to get across. Find the control that extends the bridge."
4,134,730,DEATH STAR,INT,LUKE,"Oh, I think I just blasted it."
4,134,731,DEATH STAR,INT,LEIA,They're coming through!
4,134,732,DEATH STAR,INT,LUKE,"Here, hold this."
4,134,733,DEATH STAR,INT,LEIA,Here they come!
4,134,734,DEATH STAR,INT,LEIA,For luck!
4,136,735,DEATH STAR,INT,THREEPIO,Where could they be?
4,137,736,DEATH STAR,INT,TROOPER,Close the blast doors!
4,137,737,DEATH STAR,INT,TROOPER,Open the blast doors! Open the blast doors!
4,138,738,DEATH STAR,INT,VADER,"I've been waiting for you, Obi-Wan. We meet again, at last. The circle is now complete."
4,138,739,DEATH STAR,INT,VADER,"When I left you, I was but the learner; now I am the master."
4,138,740,DEATH STAR,INT,BEN,"Only a master of evil, Darth."
4,138,741,DEATH STAR,INT,VADER,"Your powers are weak, old man."
4,138,742,DEATH STAR,INT,BEN,"You can't win, Darth. If you strike me down, I shall become more powerful than you can possibly imagine."
4,139,743,DEATH STAR,INT,HAN,Didn't we just leave this party?
4,139,744,DEATH STAR,INT,HAN,What kept you?
4,139,745,DEATH STAR,INT,LEIA,We ran into some old friends.
4,139,746,DEATH STAR,INT,LUKE,Is the ship all right?
4,139,747,DEATH STAR,INT,HAN,"Seems okay, if we can get to it. Just hope the old man got the tractor beam out of commission."
4,140,748,DEATH STAR,INT,LUKE,Look!
4,141,749,DEATH STAR,INT,THREEPIO,"Come on, Artoo, we're going!"
4,142,750,DEATH STAR,INT,HAN,Now's our chance! Go!
4,142,751,DEATH STAR,INT,LUKE,No!
4,142,752,DEATH STAR,INT,HAN,Come on!
4,142,753,DEATH STAR,INT,LEIA,"Come on! Luke, its too late!"
4,142,754,DEATH STAR,INT,HAN,Blast the door! Kid!
4,142,755,DEATH STAR,INT,BEN'S VOICE,"Run, Luke! Run!"
4,143,756,MILLENNIUM FALCON,INT,HAN,"I hope the old man got that tractor beam out if commission, or this is going to be a real short trip. Okay, hit it!"
4,146,757,MILLENNIUM FALCON,INT,HAN,We're coming up on the sentry ships. Hold 'em off! Angle the deflector shields while I charge up the main guns!
4,147,758,MILLENNIUM FALCON,INT,LUKE,I can't believe he's gone.
4,147,759,MILLENNIUM FALCON,INT,LEIA,There wasn't anything you could have done.
4,147,760,MILLENNIUM FALCON,INT,HAN,"Come on, buddy, we're not out of this yet!"
4,151,761,MILLENNIUM FALCON,INT,HAN,"You in, kid? Okay, stay sharp!"
4,154,762,MILLENNIUM FALCON,INT,LEIA,Here they come!
4,161,763,MILLENNIUM FALCON,INT,LUKE,They're coming in too fast!
4,166,764,MILLENNIUM FALCON,INT,THREEPIO,Oooh!
4,167,765,MILLENNIUM FALCON,INT,LEIA,We've lost lateral controls.
4,167,766,MILLENNIUM FALCON,INT,HAN,"Don't worry, she'll hold together."
4,167,767,MILLENNIUM FALCON,INT,HAN,"You hear me, baby? Hold together!"
4,177,768,MILLENNIUM FALCON,INT,LUKE,Got him! I got him!
4,177,769,MILLENNIUM FALCON,INT,HAN,Great kid! Don't get cocky.
4,179,770,MILLENNIUM FALCON,INT,LEIA,There are still two more of them out there!
4,185,771,MILLENNIUM FALCON,INT,LUKE,That's it! We did it!
4,185,772,MILLENNIUM FALCON,INT,LEIA,We did it!
4,186,773,MILLENNIUM FALCON,INT,THREEPIO,Help! I think I'm melting! This is all your fault.
4,188,774,DEATH STAR,INT,TARKIN,Are they away?
4,188,775,DEATH STAR,INT,VADER,They have just made the jump into hyperspace.
4,188,776,DEATH STAR,INT,TARKIN,"You're sure the homing beacon is secure aboard their ship? I'm taking an awful risk, Vader. This had better work."
4,189,777,MILLENNIUM FALCON,INT,HAN,"Not a bad bit of rescuing, huh? You know, sometimes I even amaze myself."
